chapter,page,line,cam_1882,cam_NYE,change_type,is_dialogue_tag,art_reference,art_topic
44,438,20,that she had no desire,she had no desire,,,,
44,438,23,a narrower circle than she had imagined.,"a narrower circle than she had imagined, though with a capacity for coarseness even there.",,,,
44,438,24,"""It will be better if they love each other,"" she said, gravely.","""It will be better if they love each other,"" she said for edification.",,,,
44,438,26,it only increases my fear,it only aggravates my fear,,,,
44,438,30,"""It may be that I can't assist her,"" said Miss Stackpole","""It may be I can't assist her,"" Miss Stackpole pursued",,,,
44,438,36,with her small bright eyes and her eager-looking nose; a flush had come into each of her cheeks.,with small bright eyes and an eager-looking nose; with cheeks into each of which a flush had come.,,,,
44,439,2,"c'est bien gentil!"" she said. ""Isn't that what they call friendship?""ù","c'est bien gentil! Isn't it what they call friendship?""ù",,,,
44,439,8,No one would do for me,"No one, man or woman, would do for me",,,,
44,439,16,she could not give a fictitious representation,she could give no fictitious representation,,,,
44,439,18,On quitting the Countess she took her way,On quitting her she took the way,,,,
44,439,19,the bright-faced hotels,the bright-faced inns,,,,
44,439,35,it might be handed to him,it might be handed him,,,,
44,439,36,took her course,pursued her course,,,,
44,440,13,Henrietta had taken a great fancy,Henrietta had a special devotion,,,,
44,440,16,but she had reminded herself,and yet reminded herself,,,,
44,440,31,Goodwood said,Goodwood stated,,,,
44,440,32,but he was not enthusiastic,but not enthusiastic,,,,
44,440,35,"She asked him first, however,","She asked him first, none the less,",,,,
44,441,6,about Correggio that she wished to talk,about Correggio she wished to talk,,,TRUE,TRUE
44,441,14,"he said, rather loud",he said rather loudly,,,,
44,441,17,"he said, in the tone of a man quite conscious of his own reasonableness",he went on in the tone of a man quite conscious of his patience,,,,
44,441,20,I would gladly do you one,I'd gladly do you one,,,,
44,441,26,Henrietta went on,Henrietta continued,,,,
44,441,29,"if I have ever annoyed you (and I think sometimes that I have), it is because I knew that I was willing",if I've ever annoyed you (and I think sometimes I have) it's because I knew I was willing,,,,
44,441,30,But I would take trouble for you.,But I'd take trouble for you.,,,,
44,441,34,"Goodwood exclaimed,",he answered,,,,
44,442,2,as far as this,so far as this,,,,
44,442,6,"""Best for whom, do you mean?"" Goodwood inquired.","""Best for whom, do you mean?"" Goodwood demanded.",,,,
44,442,8,it won't do her any good!,it won't do her any good!,,,,
44,442,9,do her harm,do her some harm,,,,
44,442,18,"""Why do you say more so?""ù","""Why do you say 'more' so?""ù",,,,
44,442,31,that is the question,that's the real issue,,,,
44,442,36,she turned away,she turned off,,,,
44,443,2,"then, after a moment,",but after a moment,,,,
44,443,3,he said in a moment,he then resumed,,,,
44,443,7,after a moment's hesitation,after thinking some minutes,,,,
44,443,9,said Goodwood,he said,,,,
44,443,14,Goodwood hesitated,Goodwood hung back,,,,
44,443,22,social progress,social prosperity,,,,
44,443,24,wish that Miss Stackpole did not take,wish Miss Stackpole didn't take,,,,
44,443,35,He wished to go,He desired to go,,,,
44,444,1,in a vice,in a vise,,,,
44,444,6,it seemed to him,it struck him,,,,
44,444,14,"then he said, without any of the richness of gallantry,","then said, wholly without the flourish of gallantry",,,,
44,444,17,"Henrietta remarked, serenely",Henrietta returned imperturbably,,,,
45,445,2,Isabel knew that her husband was displeased,Isabel knew her husband to be displeased,,,,
45,445,2,This knowledge,That knowledge,,,,
45,445,6,Osmond's displeasure,Osmond's opposition,,,,
45,445,10,"she partook of this refreshment in spite of her husband's disapproval; that is, she partook of it","she partook of this refreshment in spite of her husband's aversion to it, that is partook of it",,,,
45,445,12,Osmond's wishes; he was her master,his wishes; he was her appointed and inscribed master,,,,
45,445,16,for when she gave herself away,for on giving herself away,,,,
45,445,18,"She seemed to see, however,","She seemed to see, none the less,",,,,
45,445,20,something that she had solemnly given,something she had solemnly bestown,,,,
45,445,22,upon her,upon her to the end,,,,
45,445,23,to go and see Ralph,to call upon Ralph,,,,
45,445,27,"to be just, she didn't see how he could like her","she didn't, to be just, see how he could like her",,,,
45,445,29,"Osmond's objections were none the less founded. If Osmond should positively interpose, then she should have to decide","Osmond's sore, mute protest was none the less founded. If he should positively interpose, if he should put forth his authority, she would have to decide",,,,
45,446,1,to avoid open rupture with her husband,to avoid open rupture,,,,
45,446,1,wishing that Ralph would start,wishing Ralph would start,,,,
45,446,12,there is no substitute for that success,there was no conceivable substitute for that success,,,,
45,446,14,the measure of expediency resided in her moral consciousness. It had been very liberal to-day,"the measure of propriety was in the canon of taste, and there couldn't have been a better proof that morality was, so to speak, a matter of earnest appreciation. Isabel's application of that measure had been particularly free to-day",,,,
45,446,19,"""I want you to answer me a question,"" she said.","""I want you to answer me a question.""ù",,,,
45,446,21,I think I know it,I think I guess your question,,,,
45,446,23,"""It's very possible,"" said Isabel.","""Very possibly you guess it.",,,,
45,446,25,said Isabel,she said,,,,
45,446,36,"Ralph looked at her a moment; a shade of perplexity mingled with his mild hilarity. ""You said that","Ralph looked at her as if his mild hilarity had been touched with mystification. ""You say that",,,,
45,447,6,Isabel stared a little.,Isabel stared.,,,,
45,447,7,he desires to marry Pansy,"he wants, of all things in the world, to marry Pansy",,,,
45,447,11,that he did,he did,,,,
45,447,12,Ralph hesitated a moment,Ralph waited a moment,,,,
45,447,16,"""That would be very tiresome,"" Isabel said, speaking, as she flattered herself,","""That would be very tiresome."" She spoke, as she flattered herself,",,,,
45,447,25,upon which,on which,,,,
45,447,27,"""Ah, Ralph, you give me no help!"" she cried, abruptly, passionately.","""Ah, Ralph, you give me no help!"" she cried abruptly and passionately.",,,,
45,448,2,"I can't undertake to help him.""ù","I can't undertake to see him through.""ù",,,,
45,448,4,Isabel hesitated a moment.,Isabel debated.,,,,
45,448,7,I suspect that,I seem to see that,,,,
45,448,11,"She cares for some one else,",She cares for another person,,,,
45,448,18,He has the merit of being in love with her.,He has the meritófor Pansyóof being in love with Pansy.,,,,
45,448,28,than Osmond,than Gilbert,,,,
45,448,29,you mean.,you mean?,,,,
45,449,12,at least that he knew it,at least how he judged for her and how he knew,,,,
45,449,13,Isabel would know it much better,Isabel would know much better,,,,
45,449,14,that he was not deceived,he was not deceived,,,,
45,449,25,she scarcely understood,she scarce understood,,,,
45,449,28,that she was nervous,she was nervous,,,,
45,450,9,"and you'll see,"" said Ralph","and you'll see,"" he answered",,,,
45,450,11,she made no answer,she made no reply,,,,
45,450,11,she only shook her hand out,she only pulled her hand out,,,,
45,450,11,rapidly went out of,rapidly withdrew from,,,,
45,450,13,the young girl's room,the girl's room,,,,
45,450,21,The rooms in the Palazzo Roccanera,The rooms in Palazzo Roccanera,,,,
45,450,27,betraying it to Pansy,betraying this heat,,,,
45,450,29,of frightening her,of causing alarm,,,,
45,450,30,Pansy seemed to have guessed that she had come a little as a confessor,Pansy seemed to have guessed she had come more or less as a confessor,,,,
45,451,7,vaguely shining,dimly shining,,,,
45,451,15,nearer to Isabel's,nearer,,,,
45,451,18,Isabel rejoined,Isabel returned,,,,
45,451,20,act upon it,act on it,,,,
45,451,30,"""Ah, yes,"" said Pansy, eagerly","""Ah yes,"" said the child eagerly",,,,
45,451,35,"""Will you do everything I desire?""ù","""Will you do everything I want?""ù",,,,
45,452,1,the only thing she wished,the only thing she wanted,,,,
45,452,3,that she would do so,she would do so,,,,
45,452,5,"""Very well, then, it's impossible,"" said Isabel.","""Very well then, it's impossible,"" Isabel pronounced.",,,,
45,452,9,"Pansy, sighing then, told her that she had attempted this feat","Pansy, sighing at this, told her that she had attempted that feat",,,,
45,452,11,those that think of you,those who think of you,,,,
45,452,12,that Mr. Rosier thinks of me,Mr. Rosier thinks of me,,,,
45,452,15,that I think of him,I think of him,,,,
45,452,17,"there is none for you!""ù","there is none for you.""ù",,,,
45,452,24,"""Ah, but I don't admit Mr. Rosier's right,"" Isabel cried, hypocritically.","""Ah, but I don't admit Mr. Rosier's right!"" Isabel hypocritically cried.",,,,
45,452,25,Pansy only gazed at her; she was evidently deeply puzzled,"Pansy only gazed at her, evidently much puzzled",,,,
45,452,27,the miserable consequences,the wretched consequences,,,,
45,452,35,it did not lead,it failed to lead,,,,
45,452,35,towards her father,toward her father,,,,
45,453,4,Mr. Rosier's fortune is not very large.,Mr. Rosier's fortune is not at all large.,,,,
45,453,6,I have very little money,I have myself so little money,,,,
45,453,8,Isabel was grateful,With which Isabel was grateful,,,,
45,453,10,She was doing this for Osmond; this was what one had to do,It was what she was doing for Osmond; it was what one had to do,,,,
45,453,11,that she had made,she had made,,,,
45,453,13,"said Pansy, softly",her companion softly demanded,,,,
45,453,15,Isabel pusillanimously took refuge in a generalisation,Isabel took refuge in timorous vagueness,,,,
45,453,21,Pansy's eyes,The child's eyes,,,,
45,453,22,that she was doubting,she was doubting,,,,
45,453,25,"and then she said, with a timorous sighó""Well, I hope no one will ask me!""ù","and then quavered out: ""Well, I hope no one will ask me!""ù",,,,
45,453,29,that he would succeed,he'd succeed,,,,
45,453,33,she said,she resumed,,,,
45,454,2,"if you mean that he will ask me to marry him,",if you mean that he'll propose for me,,,,
45,454,5,Lord Warburton won't ask me,Lord Warburton won't propose,,,,
45,454,14,which made Isabel feel very awkward,which conduced to Isabel's awkwardness,,,,
45,454,23,that he knows that,of his knowing that,,,,
45,454,30,"Ah no, there is no danger!","Ah no, there's no danger.",,,,
45,454,35,"""I think I would rather not,"" Pansy answered.","""I think I'd rather not,"" Pansy unreservedly answered.",,,,
45,455,4,"said Pansy, very lucidly",said the child very lucidly,,,,
45,455,6,it made Isabel draw a long breath,it made her companion draw a long breath,,,,
45,455,6,It relieved her,It relieved this friend,,,,
46,456,17,"""I don't know,"" said Isabel.","""I don't know,"" Isabel was reduced to replying.",,,,
46,456,20,Isabel answered,She answered,,,,
46,456,25,Isabel hesitated a moment.,She just faltered.,,,,
46,456,30,"""Should you like me to write to him?"" Isabel asked.","""Should you like me to write to him?"" she demanded.",,,,
46,457,6,"If you really wish to capture Lord Warburton, you must do it yourself.",If you really wish hands laid on Lord Warburton you must lay them yourself.,,,,
46,457,14,That was the expression of his eyes now.,That effect had never been so marked as now.,,,,
46,457,14,she said,she returned,,,,
46,457,15,If he doesn't come up to the mark,If he doesn't after all come forward,,,,
46,457,19,"""I told you I would do what I could,"" said Isabel.","""I told you I would do what I could,"" she went on.",,,,
46,57,22,How much you must wish to capture him!,"How much you must want to make sure of him!""ù",,,,
46,457,30,Osmond expressed nothing,He expressed nothing,,,,
46,457,31,"""Yes, I wish it very much.""ù","""Yes, I want it immensely.""ù",,,,
46,457,32,"a servant came in, as if to usher",a servant came in to usher,,,,
46,458,8,"""No,"" said Lord Warburton, smiling","""No,"" he explained, smiling",,,,
46,458,9,then he explained,then he mentioned,,,,
46,458,10,on the morrow or next day,on the morrow or the day after,,,,
46,458,14,Her eyes were upon Lord Warburton's face,Her eyes were on their visitor's face,,,,
46,458,17,"had she met her visitor's glance, she should have found it expressive",had she met his glance she would have found it expressive,,,,
46,458,21,for a quarter of an hour,a quarter of an hour,,,,
46,458,23,a course which he strongly recommended,a course he strongly recommended,,,,
46,458,27,an absurd state of things,an absurd state of things for a man of his leisure and intelligence,,,,
46,458,29,she had there,she had had there,,,,
46,459,7,"she would be immensely liked in England, Miss Osmond would","she would be an immense success there, she certainly would",,,,
46,459,10,he had not said good-bye to any one,he hadn't said good-bye to a two-legged creature,,,,
46,459,11,a final interview,final interviews,,,,
46,459,16,Such a sense was bewildering; it made one nervous.,Such a sense was upsetting; it muddled one's wits.,,,,
46,459,23,the circumstances of his visit,the conditions of his visit,,,,
46,459,30,Isabel perceived that it was not in her husband's power,Isabel felt it out of her husband's power,,,,
46,459,31,A double operation,A complex operation,,,,
46,459,32,she listened to Lord Warburton,she listened to their visitor,,,,
46,460,3,"he treated Lord Warburton,",he treated their friend,,,,
46,460,9,intent upon Lord Warburton,intent on this prize,,,,
46,460,12,not for Gilbert Osmond's,"not for any profit to a person already so generally, so perfectly provided as Gilbert Osmond",,,,
46,460,21,Lord Warburton's friendly offers,the other's friendly offers,,,,
46,460,27,if their visitor's movements,if the leave-taker's movements,,,,
46,460,28,Their visitor did well,The latter did well,,,,
46,460,31,He had beneficent inclinations;,"He had had beneficent inclinations,",,,,
46,461,18,Isabel will talk,Mrs. Osmond will talk,,,,
46,461,20,"he terminated this little speech,",he wound up this little speech,,,,
46,461,20,a rather meagre form,rather a meagre form,,,,
46,461,27,Lord Warburton showed,her friend showed,,,,
46,461,34,"""I don't wonder at it,"" said Lord Warburton.","""I don't wonder at it,"" he returned.",,,,
46,462,6,"To see you under my roof""ùóand he hesitated a momentó""would be a great satisfaction.""ù","To see you under my roof""ùóand he hung fire but an instantó""would be a great satisfaction.""ù",,,,
46,462,14,The young girl's voice trembled a little.,Her voice perceptibly trembled.,,,,
46,462,22,"rememberó"" and Lord Warburton stammered","rememberó"" And her interlocutor stammered",,,,
46,462,23,"""Think of me sometimes, you know,""ù","""Think of me sometimes, you know!""ù",,,,
46,462,25,Isabel expected an effusion of tears,she expected an effusion of tears,,,,
46,463,3,Osmond could not put himself,he couldn't put himself,,,,
46,463,7,whether he meant it,if he meant it,,,,
46,463,10,Isabel was about to follow,She was about to follow,,,,
46,463,23,"""I haven't the least idea what you mean,"" said Isabel.","""I haven't the least idea what you mean,"" she returned.",,,,
46,464,12,"That, however, is a detail.",That indeed is a detail.,,,,
46,464,17,"he asked, suddenly",he suddenly asked,,,,
46,464,34,she rejoined in a moment,she returned in a moment,,,,
46,465,1,Of preventing Pansy's marriage,Of having prevented Pansy's marriage,,,,
46,465,11,"""Where is the letter that you told me he had written me?"" her husband asked.","""Where's the letter you told me he had written me?"" her husband demanded.",,,,
46,465,16,"""Oh, Osmond, for a man who was so fine!""ù","""Oh, Gilbert, for a man who was so fineó!""ù",,,,
46,465,22,"a man who tried to marry his daughter to a lord, but didn't succeed","a man who has tried to marry his daughter to a lord, but has grotesquely failed",,,,
46,465,23,"""Pansy doesn't care for him; she is very glad he is gone,"" said Isabel.","""Pansy doesn't care for him. She's very glad he's gone,"" Isabel said.",,,,
46,465,34,"He looked at her a moment, and then he turned",He looked at her a moment; then he turned,,,,
46,466,7,to bewilder me,to stupefy me,,,,
46,466,9,turning away with her candle,as she turned away with her candle,,,,
47,467,2,learned that Caspar Goodwood had come,learned how Caspar Goodwood had come,,,,
47,467,3,This latter event,This latter fact,,,,
47,467,10,she seemed to see her husband and Madame Merle,she seemed to see her husband and her friendóhis friendó,,,,
47,467,13,her brilliant friend,the charming woman,,,,
47,467,16,to inform her of this fact,to make it known to her,,,,
47,467,21,the most inharmonious survival,the most discordant survival,,,,
47,467,24,"He left her, that morning, with the sense of an unnecessary shock;",He had left her that morning with a sense of the most superfluous of shocks:,,,,
47,467,26,to steer skilfully,to steer wide,,,,
47,467,29,painful to see him,horrid to see him,,,,
47,467,31,claim upon her,claim on her,,,,
47,468,1,a great reality,a grim reality,,,,
47,468,2,She cried with rage,She had cried with rage,,,,
47,468,3,it was at his want of consideration,it had been at his want of consideration,,,,
47,468,5,these pure rays,those pure rays,,,,
47,468,6,there was a violence in that,there had been a violence in the impression,,,,
47,468,6,There was a violence,There had been a violence,,,,
47,468,8,and that after-sense of it which lasted for three or four days,and in that after-sense of the same which had lasted three or four days,,,,
47,468,10,"The effect of Caspar Goodwood's visit faded away, and during the first year of Isabel's marriage he dropped out of her books.","The effect of his final appeal had in short faded away, and all the first year of her marriage he had dropped out of her books.",,,,
47,468,12,a person who was unhappy on your account and whom you could do nothing to relieve,a person who was sore and sombre about you and whom you could yet do nothing to relieve,,,,
47,468,13,his unhappiness,his unreconciled state,,,,
47,468,17,Caspar Goodwood had great compensations,here was a sufferer who had compensations,,,,
47,468,18,"his compensations,",Mr. Goodwood's compensations,,,,
47,468,27,meeting it in one's meditations always a sort of shock,meeting it in memory or in apprehension a peculiar concussion,,,,
47,468,29,social drapery which muffles the sharpness of human contact,"social drapery commonly muffling, in an overcivilized age, the sharpness of human contacts",,,,
47,468,33,nothing about Boston; her imagination was confined within the limits of Manhattan,nothing of Bostonóher imagination was all bounded on the east by Madison Avenue,,,,
47,468,33,Isabel thought of him,Isabel had thought of him,,,,
47,468,34,she had more than once,she had had more than once,,,,
47,469,2,Caspar Goodwood's disappointment,the young man's disappointment,,,,
47,469,3,"she believed, to convey it","she had believed, to convey it",,,,
47,469,4,but little interest,little interest,,,,
47,469,5,When it came to the point she never wrote to him,When it had come to the point she had never written to him,,,,
47,469,9,her marriage became vivid,her actual union had grown vivid,,,,
47,469,10,had not the assurance,had not had the assurance,,,,
47,469,11,But when she found herself in trouble he became a member,But on finding herself in trouble he had become a member,,,,
47,469,13,I have related how passionately she desired to feel,I have mentioned how passionately she needed to feel,,,,
47,469,18,there was an account still to be settled with Caspar Goodwood; it seemed to her that she would settle it to-day on terms easy for him.,"there was an account still to be settled with Caspar, and she saw herself disposed or able to settle it to-day on terms easier for him than ever before.",,,,
47,469,19,that he was coming,he was coming,,,,
47,469,19,she felt afraid,she felt all afraid,,,,
47,469,20,to learn that she was unhappy,"to make outósince he would make it out, as over a falsified balance-sheet or something of that sortóthe intimate disarray of her affairs",,,,
47,469,23,to conceal her misery,to conceal her stress,,,,
47,469,28,proving that she had not,proving she had not,,,,
47,469,29,the more so that the years,the more so as the years,,,,
47,469,32,and were striking enough to give friendship a spice of heroism,and which were still marked enough to give loyalty a spice of heroism,,,,
47,469,34,"Her eye had lost none of its serenity, her toilet none of its crispness","Her remarkably open eyes, lighted like great glazed railway-stations, had put up no shutters; her attire had lost none of its crispness",,,,
47,469,34,national flavour,national reference,,,,
47,469,36,it seemed to Isabel that she had grown restless,it struck Isabel she had grown vague,,,,
47,470,1,Of old she had never been restless; though she was perpetually in motion it was impossible to be more deliberate.,"Of old she had never been vague; though undertaking many enquiries at once, she had managed to be entire and pointed about each.",,,,
47,470,12,the actual episode,her present act,,,,
47,470,13,"of one's knowing all about it, of one's having","of her knowing all about it, of her having",,,,
47,470,17,Isabel,Her friend,,,,
47,470,18,her friend's fidelity,the other's fidelity,,,,
47,470,19,she guessed,she had guessed,,,,
47,470,24,but she had insisted,and had yet insisted,,,,
47,470,25,Isabel found,she found,,,,
47,470,26,confessing to Henrietta,confessing to this confidant,,,,
47,470,27,she was not contented,she was not in the least at her ease,,,,
47,470,29,being miserable,being wretched,,,,
47,470,31,"""Yes, I am miserable,"" she said, very gently.","""Yes, I'm wretched,"" she said very mildly.",,,,
47,470,36,"""He's very difficult!""ù","""He's very hard to please!""ù",,,,
47,471,11,You have changed,You have changed,,,,
47,471,12,that you like him,you like him,,,,
47,471,13,Isabel hesitated a moment.,Isabel debated.,,,,
47,471,14,I can't tell all the world.,I can't announce it on the housetops.,,,,
47,471,15,Henrietta gave a rich laugh,Henrietta gave a laugh,,,,
47,471,18,surprising that Gilbert Osmond,surprising Gilbert Osmond,,,,
47,471,20,the conjugal mansion,the conjugal roof,,,,
47,471,21,he said to Isabel,he had said to Isabel,,,,
47,471,22,Isabel answered,Isabel had answered,,,,
47,471,35,bring herself to think favourably,teach herself to think favourably,,,,
47,472,1,unnatural and even sinister,unnatural and even uncanny,,,,
47,472,9,to dine at the Palazzo Roccanera,to dine at Palazzo Roccanera,,,,
47,472,13,to wish that Henrietta,to wish the lady from New York,,,,
47,473,10,my hat!,my hat.,,,,
47,473,13,She let Isabel know,She let her friend know,,,,
47,473,19,to contemplate,to take in,,,,
47,473,21,he walked,he had walked,,,,
47,473,25,something that made her feel afresh that it was rather terrible,something that made her feel it afresh to be rather terrible,,,,
47,473,27,he certainly was lofty enough,he certainly reached high enough,,,,
47,473,35,that he was when he came,as he had been when he came,,,,
47,473,36,He was very much liked over there,He had been very much liked in most places,,,,
47,474,2,There were some people thought,There were people who had thought,,,,
47,474,7,the school-system; it seemed really too much,the great school system; it had been really too much,,,,
47,474,8,he had appeared,he had behaved,,,,
47,474,8,too much,too much of everything,,,,
47,474,9,take a small part,take in a small part,,,,
47,474,10,He seemed really fascinated,He had seemed really fascinated,,,,
47,474,20,though he was obliged to confess,though obliged to confess,,,,
47,474,26,she had told him that she expected it was the greatest he had ever experienced,she had told him she indeed expected it was the biggest he had ever experienced,,,,
47,474,36,"on the contrary, she remembered one day",she remembered on the contrary one day,,,,
47,475,1,all walking round,walking all round,,,,
47,475,6,The mystery of that,The mystery about that,,,,
47,475,8,to the Palazzo Roccanera,to Palazzo Roccanera,,,,
47,475,13,or nothing,or take nothing,,,,
47,475,14,asked no questions,raised no questions,,,,
47,475,16,and made him say,made him say,,,,
47,475,29,"he had never been demonstrative, and Isabel had every reason to believe that he was satisfied",he had never been loose and easy and she had every reason to believe he was satisfied,,,,
47,475,32,He had little conversation upon general topics,He was open to little conversation on general topics,,,,
47,475,34,He spoke a good deal in Rome,He spoke a good deal now,,,,
47,475,35,how much there was to talk about,how much there was in Rome to talk about,,,,
47,476,1,if Osmond didn't like,if Mr. Osmond didn't like,,,,
47,476,2,save having been,save as having been,,,,
47,476,3,he was an old friend,he was the very oldest,,,,
47,476,4,introduce him to Osmond,introduce him to Gilbert,,,,
47,476,15,one had to be almost equally honest with him. Isabel made this latter reflection,one had to be almost equally honest with him. She made this latter reflection,,,,
47,476,15,that she had persuaded,she had persuaded,,,,
47,476,19,being counted upon,being counted on,,,,
47,476,25,under a tall belfry,under some tall belfry,,,,
47,476,33,Osmond asked him,Gilbert asked him,,,,
47,476,34,Goodwood smoked,Mr. Goodwood smoked,,,,
47,476,35,Osmond said to Isabel,Gilbert said to Isabel,,,,
47,476,36,he was as strong as an English portmanteau,"he was as strong and of as good a style as an English portmanteau,óhe had plenty of straps and buckles which would never wear out, and a capital patent lock",,,,
47,477,24,"they became excellent friends, and Henrietta wondered that she should never have like him before","they became excellent friends, Henrietta much wondering that she should never have like him before",,,,
47,477,28,"On the other hand, Mr. Bantling was a great resource",Mr. Bantling on the other hand proved a great resource,,,,
47,477,33,"alone with Touchett,",alone with his host,,,,
47,477,34,other matters they could talk about,other matters they could take up,,,,
47,478,2,as many dangers as his host,as many dangers as Ralph,,,,
47,478,2,He felt very sorry for Ralph,He felt very sorry for that unclassable personage,,,,
47,478,3,a pleasant man so helpless,"a pleasant man, so pleasant for all his queerness, so beyond anything to be done",,,,
47,478,5,"There was help in Goodwood, when once the fountain had been tapped; and he repeated several times","There was always something to be done, for Goodwood, and he did it in this case by repeating several times",,,,
47,478,6,she had disposed,she had artfully disposed,,,,
47,478,11,that Ralph should leave Rome,that Ralph should depart,,,,
47,478,13,"She had a constant fear that he would die there, and a horror of this event occurring at an inn, at her door, which she had so rarely entered.","She had a constant fear he would die there before her eyes and a horror of the occurrence of this event at an inn, by her door, which he had so rarely entered.",,,,
47,478,17,something sacred about Gardencourt,something sacred in Gardencourt,,,,
47,478,22,her little fibs,her falsehoods,,,,
47,478,23,the strange memory of her lovers,"the strange, the unholy legend of the number of her lovers",,,,
48,479,7,that you can't go,you can't go,,,,
48,479,12,"""Are there any women among them?"" Miss Stackpole inquired, calmly.","""Are there any women among them?"" Miss Stackpole desired to know.",,,,
48,479,15,"""Well,"" said Henrietta, tranquilly","""Well,"" said Henrietta calmly",,,,
48,479,24,he slowly resumed his former posture,he slowly relapsed,,,,
48,480,13,that he could stretch,he could stretch,,,,
48,480,14,he wished to die,he wanted to die,,,,
48,480,25,"""Granting that, she is kind,"" said Ralph, smiling.","""Granting that, she's kind,"" smiled Ralph.",,,,
48,481,9,"""Trying to see whether she's happy.""ù","""Trying to make out if she's happy.""ù",,,,
48,481,10,"""That's easy to see,"" said Ralph","""That's easy to make out,"" said Ralph",,,,
48,481,16,"he continued, in a strange voice",he continued with a harsh ring in his voice,,,,
48,481,25,I think it is right,I think it right,,,,
48,481,30,"The Countess stared, and then gave an inconsiderate laugh. ""Is that the story","The Countess stared, and then with an inconsiderate laugh: ""Is that the story",,,,
48,482,7,what he is capable of,what your brother's capable of,,,,
48,482,8,encouraging Lord Warburton,encouraging Warburton,,,,
48,482,17,"the offer she had made to Ralph,",the offer she had made Ralph,,,,
48,482,19,Ralph and Henrietta,Ralph and this young woman,,,,
48,482,21,"""I don't care whether he understands me or not,"" said Henrietta.","""I don't care whether he understands me or not,"" Henrietta declared.",,,,
48,482,28,so long as you have go so much company,so long as you've so much company,,,,
48,482,30,"""Do you call it a comedy, Isabel Archer?"" Henrietta inquired, severely.","""Do you call it a comedy, Isabel Archer?"" Henrietta rather grimly asked.",,,,
48,482,33,Henrietta contemplated her a while.,Henrietta engaged in this act for a while.,,,,
48,483,16,a woman leaving her husband,a woman's leaving her husband,,,,
48,483,22,train that he might designate,train he might designate,,,,
48,483,28,"with a quick smileó""My dear Ralph!""ù","with a quick smile: ""My dear Ralphó!""ù",,,,
48,484,12,"""Henrietta is my greatest precaution,"" Ralph said.","""Henrietta's my greatest precaution,"" he went on.",,,,
48,484,23,"""That's why I don't go,"" said Isabel, simply, but not very lucidly.","""That's why I don't go,"" said Isabel simplyóyet not very lucidly.",,,,
48,484,34,"""Afraid of your husband?"" he said, jocosely. ""Afraid of myself!"" said Isabel, getting up.","""Afraid of your husband?"" ""Afraid of myself!"" she said, getting up.",,,,
48,484,35,then she addedó,then added:,,,,
48,485,1,"""Ah, yes,"" said Ralph, laughing","""Ah yes,"" laughed Ralph",,,,
48,485,6,"There is nothing left for Mr. Goodwood!"" Isabel coloured, and then she declared,","There is nothing left for Mr. Goodwood."" She coloured and then observed,",,,,
48,485,21,to the Palazzo Roccanera,to Palazzo Roccanera,,,,
48,485,29,like a man whose perceptions had been quickened,as a man whose perceptions have been quickened,,,,
48,485,30,he was very sorry,he was sorry,,,,
48,486,1,and yet you are not at all flimsy,and yet are not at all common,,,,
48,486,12,"Now, we have liked youóó""","Now, we've liked youó!""",,,,
48,486,12,And Osmond hesitated,With which he hesitated,,TRUE,,
48,486,18,She speaks for me; why shouldn't I speak for her?,"She speaks for me, my wife; why shouldn't I speak for her?",,,,
48,486,26,something that saved you,something about you that saved you,,,,
48,486,34,"he chose for once to be a little vulgar,",he chose to use the tone of patronage with a grossness not in his habits,,,,
48,487,3,perfectly modulated voice,perfectly-pitched voice,,,,
48,487,9,Osmond had won,His host had won,,,,
48,487,12,to like him,to think well of him,,,,
48,487,15,He accepted him as a rather brilliant personage,He accepted him as rather a brilliant personage,,,,
48,487,21,his successful rival had a fantastic streak in his composition,his triumphant rival had in his composition a streak of perversity,,,,
48,487,23,and he could afford,and could afford,,,,
48,487,25,"Goodwood at times had wished Osmond were dead,",Goodwood had at times grimly wished he were dead,,,,
48,487,27,practice had made Goodwood quite perfect,practice had made the younger man perfect,,,,
48,487,32,That was all he had an ear for,That was all he had had an ear for,,,,
48,487,33,he was conscious,he had been conscious,,,,
48,487,35,the conjugal harmony which prevailed at the Palazzo Roccanera,the conjugal harmony prevailing at Palazzo Roccanera,,,,
48,487,35,He was more careful,He had been more careful,,,,
48,488,2,intention which puzzled,intention that had puzzled,,,,
48,488,10,she had ceased,she had pretty well ceased,,,,
48,488,24,the angry pain,the harshness,,,,
48,488,26,as far as she was concerned,so far as she was concerned,,,,
48,488,29,"He was hopeless, he was helpless, he was superfluous.","He was hopeless, helpless, useless.",,,,
48,488,29,To this last fact,To this last character,,,,
48,488,34,one that would have kept him in Rome!,one that would have kept him in Rome.,,,,
48,489,1,as superfluous as ever,as little wanted as ever,,,,
48,489,2,"she was imperturbable, impenetrable","she was imperturbable, inscrutable, impenetrable",,,,
48,489,4,he knew that there are disappointments which last,he knew there are disappointments that last,,,,
48,489,7,Osmond had a kind of demoniac imagination,the man had a kind of demonic imagination,,,,
48,489,9,whether he were demoniac,whether he were demonic,,,,
48,489,10,without Goodwood's gaining by it,without one's gaining a straw one's self,,,,
48,489,12,"""You travel, by the by, with Touchett,"" Osmond said. ""I suppose that means that you will move slowly?""ù","""You travel, by the by, with Ralph Touchett,"" Osmond said. ""I suppose that means you'll move slowly?""ù",,,,
